SQL_Statement,Equivalent_Queries,Equivalent or not,Modification_Method,Original,gpt4,gpt4_type,gpt3.5,gpt3.5_type,llama3,llama3_type,mistralai,mistralai_type,gemini,gemini_type
SELECT  ALogP FROM  [1267].[table_h2_fragment_qsar.csv] ORDER BY  ALogP,"WITH OrderedALogP AS (
    SELECT ALogP
    FROM [1267].[table_h2_fragment_qsar.csv]
)
SELECT ALogP
FROM OrderedALogP
ORDER BY ALogP",Equivalent,Case_Statement,YES,YES,Case_Statement,YES,CTEs,YES,Case_Statement,YES,Case_Statement,YES,CTEs
SELECT  * FROM  [412].[all sequenced proteins all treatments.txt] LEFT JOIN  [103B_230_01.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[103B_230_01.txt].proteinCG230_01 LEFT JOIN  [103B_230_02.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[103B_230_02.txt].proteinCG230_02 LEFT JOIN  [103B_230_03.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[103B_230_03.txt].proteinCG230_03,SELECT  * FROM  [412].[all sequenced proteins all treatments.txt] LEFT JOIN  [103B_230_01.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[103B_230_01.txt].proteinCG230_01 LEFT JOIN  [103B_230_02.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[103B_230_02.txt].proteinCG230_02 OUTER JOIN  [103B_230_03.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[103B_230_03.txt].proteinCG230_03,Not Equivalent,Change_Join_Condition,NO,NO,Change_Join_Condition,NO,Change_Join_Condition,NO,Change_Join_Condition,NO,Change_Join_Condition,NO,Change_Join_Condition
SELECT  * FROM  [446].[table_P8-A.top1000.sorted.nr.tab] WHERE  [hit.description] LIKE '%urea%',"SELECT * 
FROM (
    SELECT * FROM [446].[table_P8-A.top1000.sorted.nr.tab]
    WHERE [hit.description] LIKE '%urea%'
) AS SubqueryResult",Equivalent,Condition_Nested,YES,YES,Condition_Nested,YES,Condition_Nested,YES,Condition_Nested,YES,Condition_Nested,YES,Condition_Nested
SELECT  * FROM  [446].[LineP_CAMERA_annotation_full] protein WHERE  (protein.FUNCTION_1 LIKE '%Iron%' OR  protein.FUNCTION_1 LIKE '%ferr%' OR  protein.FUNCTION_1 LIKE '%Fe[^a-z]%' OR  protein.FUNCTION_2 LIKE '%iron%' OR  protein.FUNCTION_2 LIKE '%ferr%' OR  protein.FUNCTION_3 LIKE '%iron%' OR  protein.FUNCTION_3 LIKE '%ferr%'),"SELECT *
FROM [446].[LineP_CAMERA_annotation_full] protein
WHERE EXISTS (
    SELECT 1
    FROM [446].[LineP_CAMERA_annotation_full] p
    WHERE p.ProteinID = protein.ProteinID
      AND (p.FUNCTION_1 LIKE '%Iron%' OR 
           p.FUNCTION_1 LIKE '%ferr%' OR 
           p.FUNCTION_1 LIKE '%Fe[^a-z]%' OR 
           p.FUNCTION_2 LIKE '%iron%' OR 
           p.FUNCTION_2 LIKE '%ferr%' OR 
           p.FUNCTION_3 LIKE '%iron%' OR 
           p.FUNCTION_3 LIKE '%ferr%')
)",Equivalent,Condition_EXISTs,YES,YES,Condition_EXISTs,YES,Condition_EXISTs,YES,Condition_EXISTs,YES,Condition_EXISTs,YES,Condition_EXISTs
"SELECT  [protein] AS [protein 70FL.3], [protein probability] AS [probability 70FL.3], [tot indep spectra] AS [tot spectra 70FL.3] FROM  [412].[table_interact-2015_May_26_Geoduck_65.prot.xls]","SELECT [protein 70FL.3], [probability 70FL.3], [tot spectra 70FL.3]
FROM (
    SELECT 
        [protein] AS [protein 70FL.3], 
        [protein probability] AS [probability 70FL.3], 
        [tot indep spectra] AS [tot spectra 70FL.3]
    FROM [412].[table_interact-2015_May_26_Geoduck_65.prot.xls]
) AS SubqueryResult",Equivalent,Condition_Nested,YES,YES,Condition_Nested,YES,Condition_Nested,YES,Condition_Nested,YES,Condition_Nested,YES,Condition_Nested
SELECT  * FROM  [1267].[cph2_w_1.csv] ORDER BY  (Cast(GLU as float) / Cast(res_num as float)) DESC,SELECT  * FROM  [1267].[cph2_w_1.csv] ORDER BY  (Cast(GLU as float) / Cast(res_num as float)) ASC,Not Equivalent,Change_Sorting_Limiting,NO,NO,Change_Sorting_Limiting,NO,Change_Sorting_Limiting,NO,Change_Sorting_Limiting,NO,Change_Sorting_Limiting,NO,Change_Sorting_Limiting
SELECT  * FROM  [1123].[BiGill_RNAseq_exon],"WITH ExonData AS (
    SELECT * FROM [1123].[BiGill_RNAseq_exon]
)
SELECT * FROM ExonData",Equivalent,CTEs,YES,YES,CTEs,YES,CTEs,YES,CTEs,YES,CTEs,YES,CTEs
select * from g111,select * from g11,Not Equivalent,Change_Table,NO,NO,Change_Table,NO,Change_Table,NO,Change_Table,NO,Change_Table,NO,Change_Table
"SELECT  maxflood.timestamp as max_flood_time ,  slackebb.timestamp as slack_ebb_time ,  maxebb.timestamp as max_ebb_time ,  slackflood.timestamp as slack_flood_time FROM  [1314howe].[Pile Point tide events labeled by tidal cycle] maxflood ,  [1314howe].[Pile Point tide events labeled by tidal cycle] slackebb ,  [1314howe].[Pile Point tide events labeled by tidal cycle] maxebb ,  [1314howe].[Pile Point tide events labeled by tidal cycle] slackflood WHERE  maxflood.current_intensity = 'Max Flood' AND  slackebb.current_intensity = '""Slack,  Ebb Begins""' AND  maxebb.current_intensity = 'Max Ebb' AND  slackflood.current_intensity = '""Slack,  Flood Begins""' AND  maxflood.tidal_cycle = slackebb.tidal_cycle AND  maxflood.tidal_cycle = maxebb.tidal_cycle AND  maxflood.tidal_cycle = slackflood.tidal_cycle","SELECT 
    maxflood.timestamp as max_flood_time, 
    slackebb.timestamp as slack_ebb_time, 
    maxebb.timestamp as max_ebb_time, 
    slackflood.timestamp as slack_flood_time 
FROM 
    [1314howe].[Pile Point tide events labeled by tidal cycle] maxflood
JOIN 
    [1314howe].[Pile Point tide events labeled by tidal cycle] slackebb 
ON 
    maxflood.tidal_cycle = slackebb.tidal_cycle
    AND slackebb.current_intensity = '""Slack,  Ebb Begins""'
JOIN 
    [1314howe].[Pile Point tide events labeled by tidal cycle] maxebb 
ON 
    maxflood.tidal_cycle = maxebb.tidal_cycle
    AND maxebb.current_intensity = 'Max Ebb'
JOIN 
    [1314howe].[Pile Point tide events labeled by tidal cycle] slackflood 
ON 
    maxflood.tidal_cycle = slackflood.tidal_cycle
    AND slackflood.current_intensity = '""Slack,  Flood Begins""'
WHERE 
    maxflood.current_intensity = 'Max Flood'",Equivalent,Explicit_Implicit_Joins,YES,YES,Explicit_Implicit_Joins,YES,Explicit_Implicit_Joins,YES,Explicit_Implicit_Joins,YES,Explicit_Implicit_Joins,YES,Explicit_Implicit_Joins
SELECT  * FROM  [1117].[OrcaMaster2010.csv] WHERE  Lat BETWEEN 48.2727 AND  48.2870,"SELECT * 
FROM (
    SELECT * FROM [1117].[OrcaMaster2010.csv]
) AS SubqueryResult
WHERE Lat BETWEEN 48.2727 AND 48.2870",Equivalent,Condition_Nested,YES,YES,Condition_Nested,YES,Condition_Nested,YES,Condition_Nested,YES,Condition_Nested,YES,Condition_Nested
"SELECT  [Date] ,  [Total Fat],  ( SELECT  avg([Total Fat]) FROM  [1314howe].[total_fat_6_month_projection] past WHERE  past.[Date] < now.[Date] ) as running_average_fat_grams FROM  [1314howe].[total_fat_6_month_projection] now where [Date] > '1/25/2012'","SELECT 
    [Date],
    [Total Fat],
    AVG([Total Fat]) OVER (ORDER BY [Date] ROWS BETWEEN UNBOUNDED PRECEDING AND 1 PRECEDING) AS running_average_fat_grams
FROM 
    [1314howe].[total_fat_6_month_projection]
WHERE 
    [Date] > '1/25/2012'
ORDER BY 
    [Date];",Equivalent,Nested_Join,YES,YES,Nested_Join,YES,Nested_Join,YES,Nested_Join,NO,Nested_Join,YES,Nested_Join
"select a.fullname,  count(*) as totalPUBS from [1143].author a,  [1143].authored b,  [1143].inproceedings p where a.fullname = b.fullname and b.pubID = p.id and p.booktitle = 'PODS' and not exists (select * from [1143].authored b2,  [1143].inproceedings p2 where a.fullname=b2.fullname and b2.pubID = p2.id and p2.booktitle in ('SIGMOD Conference',  'VLDB')) group by a.fullname order by count(*) desc","select a.fullname,  count(*) as totalPUBS from [1143].author a,  [1143].authored b,  [1143].inproceedings p where a.fullname = b.fullname and b.pubID = p.id and p.booktitle = 'PODS' and not exists (select * from [1143].authored b2,  [1143].inproceedings p2 where a.fullname=b2.fullname and b2.pubID = p2.id and p2.booktitle in ('SIGMOD Conference',  'VLlDB')) group by a.fullname order by count(*) desc",Not Equivalent,Value_Change,NO,NO,Value_Change,YES,Value_Change,NO,Value_Change,NO,Value_Change,YES,Value_Change
"SELECT  s.time ,  t.timestamp FROM [1002].[sds.tab] s, [1002].[Tokyo_1_merged_data_time.csv] t ORDER BY  s.time","SELECT  s.time ,  t.timestamp FROM [1002].[sds.tab] s, [1002].[Tokyo_1_merged_data_time.csv] t ORDER BY  s.time, s.min",Not Equivalent,Order_by_Column,NO,NO,Order_by_Column,NO,Order_by_Column,NO,Order_by_Column,NO,Order_by_Column,NO,Order_by_Column
SELECT  1385name FROM  [718].[table_1385s_1.csv] WHERE  major = 'history',"SELECT SubqueryResult.1385name 
FROM (
    SELECT 1385name FROM [718].[table_1385s_1.csv]
    WHERE major = 'history'
) AS SubqueryResult",Equivalent,Condition_Nested,YES,YES,Condition_Nested,YES,Condition_Nested,YES,Condition_Nested,YES,Condition_Nested,YES,Condition_Nested
"SELECT max(salary),  min(salary),  avg(salary),  count(*) FROM  ( SELECT  Name,  [Job Title] as job_title, [2010 Gross Earnings] as salary FROM  [1314howe].[uw_salaries_2011.txt] ) x WHERE  job_title like '%RESEAR%SENIOR %' AND  job_title not like '%APL%' AND  salary > 112800 --ORDER BY  salary desc","SELECT 
    MAX(salary) AS MaxSalary,
    MIN(salary) AS MinSalary,
    AVG(salary) AS AvgSalary,
    COUNT(*) AS TotalRecords
FROM 
    [1314howe].[uw_salaries_2011.txt]
WHERE 
    [Job Title] LIKE '%RESEAR%SENIOR %'
    AND [Job Title] NOT LIKE '%APL%'
    AND [2010 Gross Earnings] > 112800",Equivalent,Nested_Join,YES,YES,Nested_Join,YES,Nested_Join,YES,Nested_Join,YES,Nested_Join,YES,Nested_Join
"SELECT [score]
FROM [823].[CGbigill5x_asgff]
WHERE (ISNUMERIC(score) = 1 AND CAST(score AS NUMERIC) < 0.25)
   OR (ISNUMERIC(score) <> 1 AND score < '0.25')
ORDER BY score DESC","SELECT [score]
FROM [823].[CGbigill5x_asgff]
WHERE 
  CASE 
    WHEN ISNUMERIC(score) = 1 AND CAST(score AS NUMERIC) < 0.25 THEN 'true'
    WHEN ISNUMERIC(score) <> 1 AND score < '0.25' THEN 'true'
    ELSE 'false'
  END = 'true'
ORDER BY score DESC",Equivalent,Case_Statement,YES,YES,Case_Statement,YES,Case_Statement,YES,Case_Statement,YES,Case_Statement,YES,Case_Statement
SELECT  * FROM  [1199].[LoanStats3b_securev1.csv] where addr_state = 'WA',"SELECT * 
FROM [1199].[LoanStats3b_securev1.csv] AS outer_table
WHERE EXISTS (
    SELECT 1
    FROM [1199].[LoanStats3b_securev1.csv] AS inner_table
    WHERE inner_table.addr_state = 'WA' AND inner_table.id = outer_table.id
) AND outer_table.addr_state = 'WA'",Not Equivalent,Logical_Conditions,NO,YES,Logical_Conditions,YES,Condition_EXISTs,YES,Condition_EXISTs,NO,Logical_Conditions,NO,Condition_EXISTs
"SELECT [protein] AS [protein10], [protein probability] AS [protein probability10], [percent coverage] AS [percent coverage10], [tot indep spectra] AS [tot indep spectra10], [peptides] AS [peptides10] FROM  [412].[table_Prophet_2014_Sept_08_BeringSea10.prot.xls] WHERE  [tot indep spectra]>1","SELECT [protein] AS [protein10], 
       [protein probability] AS [protein probability10], 
       [percent coverage] AS [percent coverage10], 
       [tot indep spectra] AS [tot indep spectra10], 
       [peptides] AS [peptides10] 
FROM [412].[table_Prophet_2014_Sept_08_BeringSea10.prot.xls] AS main
WHERE EXISTS (
    SELECT 1 
    FROM [412].[table_Prophet_2014_Sept_08_BeringSea10.prot.xls] AS sub
    WHERE sub.[tot indep spectra] > 1 AND sub.ID = main.ID AND main.[tot indep spectra] > 1
)",Equivalent,Condition_EXISTs,YES,YES,Condition_EXISTs,YES,Condition_EXISTs,YES,Condition_EXISTs,YES,Join_Nested,YES,Condition_EXISTs
"SELECT  CAST(SUBSTRING(V2,  1,  23) as datetime) as [time],  V2,  V7 as attenuation FROM  [1059].[cstar.csv]","WITH CTE AS (
    SELECT 
        CAST(SUBSTRING(V2, 1, 23) AS datetime) AS [time], 
        V2, 
        V7 AS attenuation 
    FROM [1059].[cstar.csv]
)
SELECT [time], V2, attenuation FROM CTE",Equivalent,CTEs,YES,YES,CTEs,YES,CTEs,YES,CTEs,YES,CTEs,YES,CTEs
"SELECT  Column2 FROM  [1123].[BSoysterGENE] Where ""Sum mRNA"" > 50 and ""Percent mCpG (CDS)"" > 80 and ""Percent mCpG (Intron)"" < 20","
SELECT Column2 FROM [1123].[BSoysterGENE] WHERE ""Sum mRNA"" > 50
INTERSECT
SELECT Column2 FROM [1123].[BSoysterGENE] WHERE ""Percent mCpG (CDS)"" > 80
INTERSECT
SELECT Column2 FROM [1123].[BSoysterGENE] WHERE ""Percent mCpG (Intron)"" < 20",Equivalent,Condition_IntersectUnion,YES,YES,Condition_IntersectUnion,YES,Condition_IntersectUnion,YES,Condition_IntersectUnion,YES,Condition_IntersectUnion,YES,Condition_IntersectUnion
"SELECT  date,  time,  time_of_day_knots,  intensity,  rank() over (partition by date,  intensity order by time) FROM  [1052].[Discovery Island 2000-11.txt] x","SELECT  count(*) FROM  ( SELECT  fs.sql_query,  vs.query_hash,  vs.x_col,  vs.y_col, vs.z_col, vs.vizlet_type--,  count(*) as score FROM  [1307].[vizlets_28nov11_16h16m43s_every_displayed_vizlet.csv] vs LEFT OUTER JOIN  [1307].[vizlets_23nov11_10h34m16s_vizlet_and_action_features.csv] fs ON (vs.query_hash = fs.sql_query_hash and vs.x_col = fs.x_col_name and vs.y_col = fs.y_col_name and vs.vizlet_type = fs.vizlet_type) WHERE  action = 'promote' --  GROUP BY  sql_query,  sql_query_hash,  x_col_name,  y_col_name,  fs.vizlet_type --ORDER BY  count(*) asc --  ) z",Not Equivalent,Adding_Removing_Select_Column,NO,NO,Adding_Removing_Select_Column,NO,Adding_Removing_Select_Column,NO,Adding_Removing_Select_Column,NO,Adding_Removing_Select_Column,NO,Adding_Removing_Select_Column
"SELECT  * FROM  [1123].[BiGoRNA_genetable_clc]clc left join [1123].[qDOD Cgigas Gene Descriptions (Swiss-prot)]sp on clc.[""Name""]=sp.CGI_ID","SELECT  * FROM  [1123].[BiGoRNA_genetable_clc]cl left join [1123].[qDOD Cgigas Gene Descriptions (Swiss-prot)]sp on clc.[""Name""]=sp.CGI_ID",Not Equivalent,Change_Alias,NO,NO,Change_Alias,NO,Change_Alias,YES,Join_Nested,NO,Change_Alias,NO,Change_Alias
"SELECT  count(*) FROM  ( SELECT  fs.sql_query,  vs.query_hash,  vs.x_col,  vs.y_col,  vs.vizlet_type--,  count(*) as score FROM  [1307].[vizlets_28nov11_16h16m43s_every_displayed_vizlet.csv] vs LEFT OUTER JOIN  [1307].[vizlets_23nov11_10h34m16s_vizlet_and_action_features.csv] fs ON (vs.query_hash = fs.sql_query_hash and vs.x_col = fs.x_col_name and vs.y_col = fs.y_col_name and vs.vizlet_type = fs.vizlet_type) WHERE  action = 'promote' --  GROUP BY  sql_query,  sql_query_hash,  x_col_name,  y_col_name,  fs.vizlet_type --ORDER BY  count(*) asc --  ) z","WITH DetailedResults AS (
    SELECT 
        fs.sql_query, 
        vs.query_hash, 
        vs.x_col, 
        vs.y_col, 
        vs.vizlet_type
    FROM 
        [1307].[vizlets_28nov11_16h16m43s_every_displayed_vizlet.csv] vs 
    LEFT OUTER JOIN 
        [1307].[vizlets_23nov11_10h34m16s_vizlet_and_action_features.csv] fs 
        ON vs.query_hash = fs.sql_query_hash 
        AND vs.x_col = fs.x_col_name 
        AND vs.y_col = fs.y_col_name 
        AND vs.vizlet_type = fs.vizlet_type
    WHERE 
        fs.action = 'promote'
    -- The GROUP BY and ORDER BY are commented out, if needed uncomment below
    -- GROUP BY fs.sql_query, vs.query_hash, vs.x_col, vs.y_col, vs.vizlet_type
    -- ORDER BY COUNT(*) ASC
)
SELECT 
    COUNT(*) 
FROM 
    DetailedResults;",Equivalent,CTEs,YES,YES,CTEs,YES,CTEs,YES,CTEs,YES,CTEs,YES,CTEs
SELECT  count(*) FROM  [1259].[ecoli_nogaps_1.csv],SELECT  sum(*) FROM  [1259].[ecoli_nogaps_1.csv],,Aggregate_Function,NO,NO,Aggregate_Function,NO,Aggregate_Function,NO,Aggregate_Function,NO,Aggregate_Function,NO,Aggregate_Function
"SELECT  TOP 1 * FROM  [354].[Dan's binning] a, [354].[Dan's binning]","WITH CTE_DansBinning AS (
    SELECT *
    FROM [354].[Dan's binning]
)
SELECT TOP 1 *
FROM CTE_DansBinning a, CTE_DansBinning b",Equivalent,Explicit_Implicit_Joins,YES,YES,Explicit_Implicit_Joins,YES,CTEs,YES,Explicit_Implicit_Joins,YES,CTEs,YES,CTEs
"SELECT  'INSERT INTO PathwayGenusPdb (PathwayId, Genus, EnzymesInPdb) VALUES (''' + PathwayId + ''', ''' + Genus + ''', ' + CAST(EnzymesInPdb as varchar(4)) + ')' as Statement","SELECT  'INSERT INTO PathwayGenusPdb (PathwayId, Genus, EnzymesInPdb) VALUES (''' + PathwayId + ''', ''' + Genus + ''', ' + CAST(EnzymesInPdb as char(4)) + ')' as Statement",Not Equivalent,Change_Data_Type,NO,NO,Change_Data_Type,NO,Change_Data_Type,NO,Change_Data_Type,YES,Change_Data_Type,NO,Change_Data_Type
SELECT  sum(BAR_amt) FROM  [1314howe].[ALL_Operations_Details.csv] WHERE  category_label = 'Salaries' -- or category_label = 'Benefits' AND  Description like 'Total Post-docs',SELECT  sum(BAR_amt) FROM  [1314howe].[ALL_Operations_Details.csv] WHERE  category_label = 'Salaries' -- or category_label = 'Benefits' OR  Description like 'Total Post-docs',Not Equivalent,Logical_Conditions,NO,NO,Logical_Conditions,NO,Logical_Conditions,NO,Logical_Conditions,NO,Logical_Conditions,NO,Logical_Conditions
SELECT  * FROM [187].[table_Matrix A.txt]  A full outer join [187].[table_Matrix B.txt] B on A.row_num = B.row_num and A.column_num  = b.column_num,"SELECT *
FROM 
    (SELECT * FROM [187].[table_Matrix A.txt]) AS A
FULL OUTER JOIN 
    (SELECT * FROM [187].[table_Matrix B.txt]) AS B
ON 
    A.row_num = B.row_num AND A.column_num = B.column_num",Equivalent,Join_Nested,YES,YES,Join_Nested,YES,Join_Nested,YES,Join_Nested,YES,Join_Nested,YES,Join_Nested
"SELECT  Distinct SightDate,  Month,  Day,  [Year] FROM  [1117].[OrcaMaster2010.csv] WHERE  [Year] BETWEEN 2006 AND  2010 AND  Pod <> 'Ts?'","SELECT  Distinct SightDate,  Month,  Day,  [Year] FROM  [1117].[OrcaMaster2010.csv] WHERE  [Year] BETWEEN 2007 AND  2010 AND  Pod <> 'Ts?'",Not Equivalent,Value_Change,NO,NO,Value_Change,NO,Value_Change,NO,Value_Change,NO,Value_Change,NO,Value_Change
SELECT  * FROM    [1017].[DESeq2_join_spid.txt]deg left join [94].[Phel_clc_blastx_uniprot_sprot_sqlready_1.tab]eval on deg.Column1=eval.Column1 where Column21 = 'sp',SELECT  * FROM    [1017].[DESeq2_join_spid.txt]deg left join [94].[Phel_clc_blastx_uniprot_sprot_sqlready_1.tab]evl on deg.Column1=eval.Column1 where Column21 = 'sp',Not Equivalent,Change_Alias,NO,NO,Change_Alias,NO,Change_Alias,YES,Join_Order,NO,Change_Join_Condition,YES,Change_Join_Condition
SELECT  * FROM  [826].[PN_multiseries_ESTs_clust.vs.Fracy1FM2_SHOR TFOR M.tab.txt] hits left join [826].[table_Fracy1_ecpathwayinfo_FilteredModels2_SHOR TFOR M.tab.txt] annotate on hits.hit_id = annotate.proteinId,"SELECT * 
FROM 
    (SELECT * FROM [826].[PN_multiseries_ESTs_clust.vs.Fracy1FM2_SHORTFORM.tab.txt]) AS hits
LEFT JOIN 
    [826].[table_Fracy1_ecpathwayinfo_FilteredModels2_SHORTFORM.tab.txt] AS annotate
ON 
    hits.hit_id = annotate.proteinId",Equivalent,Join_Nested,YES,YES,Join_Nested,YES,Join_Nested,YES,Join_Nested,YES,Join_Nested,YES,Join_Nested
"SELECT  rank % 4 as phase ,  rank / 4 as tidal_cycle ,  * FROM  ( SELECT  rank() OVER(ORDER BY  timestamp) as rank,  * FROM  ( SELECT  cast(date + ' ' + time as datetime) as timestamp ,  location,  event_knots ,  current_intensity FROM  [1052].[Pile Point Currents 00-11.txt] ) x ) y ORDER BY  timestamp","SELECT
    RANK() OVER (ORDER BY timestamp) % 4 AS phase,
    RANK() OVER (ORDER BY timestamp) / 4 AS tidal_cycle,
    timestamp,
    location,
    event_knots,
    current_intensity
FROM
    (
        SELECT 
            CAST(date + ' ' + time AS datetime) AS timestamp,
            location,
            event_knots,
            current_intensity
        FROM 
            [1052].[Pile Point Currents 00-11.txt]
    ) AS data
ORDER BY 
    timestamp;",Equivalent,Simplification,YES,YES,Simplification,YES,CTEs,YES,Simplification,YES,Simplification,YES,CTEs
"SELECT  time,  pop,  lat,  long ,  flow,  bulk_red,  event_rate ,  salinity,  temperature,  evt,  opp,  n ,   fluorescence,  conc,  flag FROM  [1314howe].[stats.tab]","SELECT  time,  pop,  lat,  long ,  flow,  bulk_red,  event_rate ,  salinity,  temperature,  evt,  opp,  n ,   m, fluorescence,  conc,  flag FROM  [1314howe].[stats.tab]",Not Equivalent,Adding_Removing_Select_Column,NO,NO,Adding_Removing_Select_Column,NO,Adding_Removing_Select_Column,NO,Adding_Removing_Select_Column,NO,Adding_Removing_Select_Column,NO,Adding_Removing_Select_Column
"SELECT  a.company_permalink,  a.company_name,  f.funding FROM  [372].[acqui_cleaned] a,  [372].[funding_cleaned] f where a.company_permalink = f.company_permalink","SELECT 
    a.company_permalink, 
    a.company_name, 
    f.funding
FROM 
    [372].[acqui_cleaned] a
JOIN 
    [372].[funding_cleaned] f 
ON 
    a.company_permalink = f.company_permalink",Equivalent,Explicit_Implicit_Joins,YES,YES,Explicit_Implicit_Joins,YES,Explicit_Implicit_Joins,YES,Explicit_Implicit_Joins,YES,Explicit_Implicit_Joins,YES,Explicit_Implicit_Joins
"SELECT  [VLP.mL] as VirusCount ,  [DAPI..cells.ml.] as BactCount FROM  [446].[Virus_Count_vs_Bact_Count]","WITH CTE AS (
    SELECT [VLP.mL] as VirusCount, [DAPI..cells.ml.] as BactCount
    FROM [446].[Virus_Count_vs_Bact_Count]
)
SELECT VirusCount, BactCount FROM CTE",Equivalent,CTEs,YES,YES,CTEs,YES,CTEs,YES,CTEs,YES,CTEs,YES,CTEs
"SELECT  a.[Depth..m.] ,  b.[Depth..m.] ,  b.[Station],  a.[Station],  a.[longitude..Decimal.deg.] ,  a.[Tot.Cu.nM.] ,  b.[Ammonia.oxidation.rate..nmol.l.1.d.1.] AS Ammonia_oxydation_rate_nmol FROM  [446].[V2_GEOMICS_Fe-Cu-Mn-Zn-Vedamati.csv] a ,  [446].[V2_Horak_GeoMICS data.csv] b WHERE a.[longitude..Decimal.deg.] = b.[longitude..Decimal.deg.] --AND  a.[Depth..m.] != b.[Depth..m.] AND  b.[Ammonia.oxidation.rate..nmol.l.1.d.1.] <> 'NA' ORDER BY  b.Station,  a.Station,  a.[Depth..m.],  b.[Depth..m.]","SELECT  a.[Depth..m.] ,  b.[Depth..m.] ,  b.[Station],  a.[Station],  a.[longitude..Decimal.deg.] ,  a.[Tot.Cu.nM.] ,  b.[Ammonia.oxidation.rate..nmol.l.1.d.1.] AS Ammonia_oxydation_rate_nmol FROM  [446].[V2_GEOMICS_Fe-Cu-Mn-Zn-Vedamati.csv] a ,  [446].[V2_Horak_GeoMICS data.csv] b WHERE a.[longitude..Decimal.deg.] = b.[longitude..Decimal.deg.] --AND  a.[Depth..m.] != b.[Depth..m.] OR  b.[Ammonia.oxidation.rate..nmol.l.1.d.1.] <> 'NA' ORDER BY  b.Station,  a.Station,  a.[Depth..m.],  b.[Depth..m.]",Not Equivalent,Logical_Conditions,NO,NO,Logical_Conditions,NO,Logical_Conditions,NO,Logical_Conditions,NO,Logical_Conditions,NO,Logical_Conditions
"SELECT  * FROM  [1123].[AggCo Oyster Bisulfite mRNA and CDS] Where ""SUM mRNA"" > 100 and ""Percent mCpG (CDS)"" > 90","SELECT  * FROM  [1123].[AggCo Oyster Bisulfite mRNA and CDS] Where ""SUM mRNA"" < 100 and ""Percent mCpG (CDS)"" > 90",Not Equivalent,Operators,NO,NO,Operators,NO,Operators,NO,Operators,NO,Operators,NO,Operators
SELECT  numSpecies FROM  [354].[tmpColumnNameTest],"WITH CTE_tmpColumnNameTest AS (
    SELECT numSpecies FROM [354].[tmpColumnNameTest]
)
SELECT numSpecies FROM CTE_tmpColumnNameTest;",Equivalent,CTEs,YES,YES,CTEs,YES,CTEs,YES,CTEs,YES,CTEs,YES,CTEs
select * from tbl_revenue where treasurer_fullname not in (select fullname from tbl_person),"SELECT r.*
FROM tbl_revenue r
LEFT JOIN tbl_person p ON r.treasurer_fullname = p.fullname
WHERE p.fullname IS NULL;",Equivalent,Nested_Join,YES,YES,Nested_Join,YES,Nested_Join,YES,Nested_Join,YES,Nested_Join,YES,Nested_Join
"SELECT  row_number() over (order by [Total Fat] DESC) as row ,  * FROM  [1314howe].[categorized_fat_with_calories] c","SELECT 
    row_number() OVER (ORDER BY [Total Fat] DESC) AS row, 
    * 
FROM (
    SELECT * FROM [1314howe].[categorized_fat_with_calories]
) AS c;",Equivalent,Join_Nested,YES,YES,Join_Nested,YES,Join_Nested,YES,Join_Nested,YES,Join_Nested,YES,CTEs
"SELECT  CAST([DMY] AS Date) AS [Date] ,  [DMY] + ' ' + [HMS] ,  [LAT] ,  [LON] ,  [CONDUCTIVITY] ,  [SALINITY] ,  [OCEAN.TEMP] ,  [BULK.RED] ,  [STREAM.PRESSURE] ,  [FILTER.PRESSURE] ,  [MACHINE.TEMP] ,  [Xaccel] ,  [Yaccel] ,  [Zaccel] ,  [MILLISECOND.TIMER] ,  [LASER.POWER] ,  [EVENT.RATE] ,  [FLOW.METER] ,  [position] ,  [CHL] ,  [LightTrans] ,  [acqError] ,  [D1D2] ,  [PAR] ,  [time] ,  [day] ,  [file] FROM  [1059].[sds2.tab]","SELECT  CAST([DMY] AS Date) AS [Date] ,  [DMY] + ' ' + [HMS] ,  [LAT] ,  [LON] ,  [CONDUCTIVITY] ,  [SALINITY] ,  [OCEAN.TEMP] ,  [BULK.RED] ,  [STREAM.PRESSURE] ,  [FILTER.PRESSURE] ,  [MACHINE.TEMP] ,  [Xaccel] ,  [Yaccel] ,  [Zaccel] ,  [MILLISECOND.TIMER] ,  [LASER.POWER] ,  [EVENT.RATE] ,  [FLOW.METER] ,  [position] ,  [CHL] ,  [LightTrans] ,  [acqError] ,  [D1D2] ,  [PAR] ,  [time] ,  [day] ,  [min], [file] FROM  [1059].[sds2.tab]",Not Equivalent,Adding_Removing_Select_Column,NO,NO,Adding_Removing_Select_Column,NO,Adding_Removing_Select_Column,YES,Adding_Removing_Select_Column,NO,Adding_Removing_Select_Column,NO,Adding_Removing_Select_Column
